[DEBUG] 2021-12-15 19:46:33.380 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-12-15 19:46:33.387 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-12-15 19:46:33.393 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-12-15 19:46:33.501 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-12-15 19:46:33.504 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-12-15 19:46:33.732 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-12-15 19:46:33.734 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-12-15 19:46:33.743 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-12-15 19:46:34.120 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-12-15 19:46:34.152 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-12-15 19:46:34.153 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-12-15 19:46:39.214 [main] CollectionLoadContext - 1 collections initialized for role: com.stitchable.entity.Pattern.users
[DEBUG] 2021-12-15 19:46:39.214 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-12-15 19:46:39.214 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-12-15 19:46:39.214 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.stitchable.entity.User#2
[DEBUG] 2021-12-15 19:46:39.214 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-12-15 19:46:39.223 [main] TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[DEBUG] 2021-12-15 19:46:39.223 [main] TransactionImpl - begin
[DEBUG] 2021-12-15 19:46:39.225 [main] TransactionImpl - committing
[DEBUG] 2021-12-15 19:46:39.225 [main] AbstractFlushingEventListener - Processing flush-time cascades
[DEBUG] 2021-12-15 19:46:39.226 [main] AbstractFlushingEventListener - Dirty checking collections
[DEBUG] 2021-12-15 19:46:39.226 [main] Collections - Collection found: [com.stitchable.entity.User.favoritePatterns#2], was: [com.stitchable.entity.User.favoritePatterns#2] (initialized)
[DEBUG] 2021-12-15 19:46:39.226 [main] Collections - Collection found: [com.stitchable.entity.Pattern.users#1], was: [com.stitchable.entity.Pattern.users#1] (initialized)
[DEBUG] 2021-12-15 19:46:39.226 [main] AbstractFlushingEventListener - Flushed: 0 insertions, 2 updates, 0 deletions to 2 objects
[DEBUG] 2021-12-15 19:46:39.226 [main] AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 2 collections
[DEBUG] 2021-12-15 19:46:39.226 [main] EntityPrinter - Listing entities:
[DEBUG] 2021-12-15 19:46:39.227 [main] EntityPrinter - com.stitchable.entity.Pattern{image=witchy-stitcher-blood-moon.jpg, keywords=Spooky, Halloween, Moon, designer=com.stitchable.entity.Designer#2, url=https://www.thewitchystitcher.com/freebies, users=[com.stitchable.entity.User#2], features=Full Stitches Only, size=Medium, name=Blood Moon, width=86, id=1, stitchedExample=No, numberOfColors=5, height=101}
[DEBUG] 2021-12-15 19:46:39.227 [main] EntityPrinter - com.stitchable.entity.User{favoritePatterns=[com.stitchable.entity.Pattern#1], name=Rey Hinnendael, id=2, isAdmin=0, userName=Murderpaws, email=rey@macarthurpark.com}
[DEBUG] 2021-12-15 19:46:39.232 [main] SQL - update user set email=?, isAdmin=?, name=?, user_name=? where id=?
[DEBUG] 2021-12-15 19:46:39.234 [main] SQL - update pattern set designer_id=?, features=?, height=?, image=?, keywords=?, name=?, number_of_colors=?, size=?, stitched_example=?, url=?, width=? where id=?
[DEBUG] 2021-12-15 19:46:39.237 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-12-15 19:46:39.239 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-12-15 19:46:39.239 [main] SQL - select user0_.id as id1_3_0_, user0_.email as email2_3_0_, user0_.isAdmin as isAdmin3_3_0_, user0_.name as name4_3_0_, user0_.user_name as user_nam5_3_0_, favoritepa1_.user_id as user_id1_1_1_, pattern2_.id as pattern_2_1_1_, pattern2_.id as id1_2_2_, pattern2_.designer_id as designe12_2_2_, pattern2_.features as features2_2_2_, pattern2_.height as height3_2_2_, pattern2_.image as image4_2_2_, pattern2_.keywords as keywords5_2_2_, pattern2_.name as name6_2_2_, pattern2_.number_of_colors as number_o7_2_2_, pattern2_.size as size8_2_2_, pattern2_.stitched_example as stitched9_2_2_, pattern2_.url as url10_2_2_, pattern2_.width as width11_2_2_, designer3_.id as id1_0_3_, designer3_.etsy_store as etsy_sto2_0_3_, designer3_.logo as logo3_0_3_, designer3_.name as name4_0_3_, designer3_.website as website5_0_3_ from user user0_ left outer join favorites favoritepa1_ on user0_.id=favoritepa1_.user_id left outer join pattern pattern2_ on favoritepa1_.pattern_id=pattern2_.id left outer join designer designer3_ on pattern2_.designer_id=designer3_.id where user0_.id=?
[DEBUG] 2021-12-15 19:46:39.242 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-12-15 19:46:39.243 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-12-15 19:46:39.244 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.stitchable.entity.User.favoritePatterns#2]
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.User#2]
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `email` : value = rey@macarthurpark.com
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `favoritePatterns` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`favoritePatterns`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `isAdmin` : value = 0
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`isAdmin`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `name` : value = Rey Hinnendael
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `userName` : value = Murderpaws
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`userName`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.User#2]
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.Pattern#1]
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Processing attribute `designer` : value = 2
[DEBUG] 2021-12-15 19:46:39.245 [main] TwoPhaseLoad - Attribute (`designer`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `features` : value = Full Stitches Only
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`features`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `height` : value = 101
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`height`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `image` : value = witchy-stitcher-blood-moon.jpg
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`image`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `keywords` : value = Spooky, Halloween, Moon
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`keywords`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `name` : value = Blood Moon
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `numberOfColors` : value = 5
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`numberOfColors`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `size` : value = Medium
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`size`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `stitchedExample` : value = No
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`stitchedExample`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `url` : value = https://www.thewitchystitcher.com/freebies
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`url`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Processing attribute `users` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.246 [main] TwoPhaseLoad - Attribute (`users`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Processing attribute `width` : value = 86
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Attribute (`width`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.Pattern#1]
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.Designer#2]
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Processing attribute `etsyId` : value = 16747586
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Attribute (`etsyId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Processing attribute `logo` : value = witchystitcher.jpg
[DEBUG] 2021-12-15 19:46:39.252 [main] TwoPhaseLoad - Attribute (`logo`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Processing attribute `name` : value = The Witchy Stitcher
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Processing attribute `patterns` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Attribute (`patterns`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Processing attribute `website` : value = https://www.thewitchystitcher.com/
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Attribute (`website`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.253 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.Designer#2]
[DEBUG] 2021-12-15 19:46:39.253 [main] CollectionLoadContext - 1 collections were found in result set for role: com.stitchable.entity.User.favoritePatterns
[DEBUG] 2021-12-15 19:46:39.253 [main] CollectionLoadContext - Collection fully initialized: [com.stitchable.entity.User.favoritePatterns#2]
[DEBUG] 2021-12-15 19:46:39.253 [main] CollectionLoadContext - 1 collections initialized for role: com.stitchable.entity.User.favoritePatterns
[DEBUG] 2021-12-15 19:46:39.253 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-12-15 19:46:39.253 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.stitchable.entity.Designer.patterns#2]
[DEBUG] 2021-12-15 19:46:39.253 [main] SQL - select patterns0_.designer_id as designe12_2_0_, patterns0_.id as id1_2_0_, patterns0_.id as id1_2_1_, patterns0_.designer_id as designe12_2_1_, patterns0_.features as features2_2_1_, patterns0_.height as height3_2_1_, patterns0_.image as image4_2_1_, patterns0_.keywords as keywords5_2_1_, patterns0_.name as name6_2_1_, patterns0_.number_of_colors as number_o7_2_1_, patterns0_.size as size8_2_1_, patterns0_.stitched_example as stitched9_2_1_, patterns0_.url as url10_2_1_, patterns0_.width as width11_2_1_ from pattern patterns0_ where patterns0_.designer_id=?
[DEBUG] 2021-12-15 19:46:39.259 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.stitchable.entity.Designer.patterns#2]
[DEBUG] 2021-12-15 19:46:39.259 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-12-15 19:46:39.259 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.stitchable.entity.Designer.patterns#2]
[DEBUG] 2021-12-15 19:46:39.259 [main] CollectionLoadContext - 1 collections were found in result set for role: com.stitchable.entity.Designer.patterns
[DEBUG] 2021-12-15 19:46:39.260 [main] CollectionLoadContext - Collection fully initialized: [com.stitchable.entity.Designer.patterns#2]
[DEBUG] 2021-12-15 19:46:39.260 [main] CollectionLoadContext - 1 collections initialized for role: com.stitchable.entity.Designer.patterns
[DEBUG] 2021-12-15 19:46:39.260 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-12-15 19:46:39.260 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-12-15 19:46:39.260 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.stitchable.entity.Pattern.users#1]
[DEBUG] 2021-12-15 19:46:39.260 [main] SQL - select users0_.pattern_id as pattern_2_1_0_, users0_.user_id as user_id1_1_0_, user1_.id as id1_3_1_, user1_.email as email2_3_1_, user1_.isAdmin as isAdmin3_3_1_, user1_.name as name4_3_1_, user1_.user_name as user_nam5_3_1_ from favorites users0_ inner join user user1_ on users0_.user_id=user1_.id where users0_.pattern_id=?
[DEBUG] 2021-12-15 19:46:39.263 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.stitchable.entity.Pattern.users#1]
[DEBUG] 2021-12-15 19:46:39.263 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-12-15 19:46:39.263 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.stitchable.entity.Pattern.users#1]
[DEBUG] 2021-12-15 19:46:39.263 [main] CollectionLoadContext - 1 collections were found in result set for role: com.stitchable.entity.Pattern.users
[DEBUG] 2021-12-15 19:46:39.263 [main] CollectionLoadContext - Collection fully initialized: [com.stitchable.entity.Pattern.users#1]
[DEBUG] 2021-12-15 19:46:39.263 [main] CollectionLoadContext - 1 collections initialized for role: com.stitchable.entity.Pattern.users
[DEBUG] 2021-12-15 19:46:39.263 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-12-15 19:46:39.263 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-12-15 19:46:39.263 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.stitchable.entity.User#2
[DEBUG] 2021-12-15 19:46:39.263 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-12-15 19:46:39.323 [main] CriteriaQueryImpl - Rendered criteria query -> select generatedAlias0 from User as generatedAlias0 where generatedAlias0.email like :param0
[DEBUG] 2021-12-15 19:46:39.323 [main] QueryTranslatorImpl - parse() - HQL: select generatedAlias0 from com.stitchable.entity.User as generatedAlias0 where generatedAlias0.email like :param0
[DEBUG] 2021-12-15 19:46:39.326 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-12-15 19:46:39.327 [main] QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  \-[IDENT] Node: 'stitchable'
    |  |     |  |  \-[IDENT] Node: 'entity'
    |  |     |  \-[IDENT] Node: 'User'
    |  |     \-[ALIAS] Node: 'generatedAlias0'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'generatedAlias0'
    \-[WHERE] Node: 'where'
       \-[LIKE] Node: 'like'
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'generatedAlias0'
          |  \-[IDENT] Node: 'email'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'param0'

[DEBUG] 2021-12-15 19:46:39.327 [main] HqlSqlBaseWalker - select << begin [level=1, statement=select]
[DEBUG] 2021-12-15 19:46:39.327 [main] FromElement - FromClause{level=1} : com.stitchable.entity.User (generatedAlias0) -> user0_
[DEBUG] 2021-12-15 19:46:39.327 [main] FromReferenceNode - Resolved : generatedAlias0 -> user0_.id
[DEBUG] 2021-12-15 19:46:39.329 [main] FromReferenceNode - Resolved : generatedAlias0 -> user0_.id
[DEBUG] 2021-12-15 19:46:39.329 [main] DotNode - getDataType() : email -> org.hibernate.type.StringType@7e2c64
[DEBUG] 2021-12-15 19:46:39.329 [main] FromReferenceNode - Resolved : generatedAlias0.email -> user0_.email
[DEBUG] 2021-12-15 19:46:39.335 [main] HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
[DEBUG] 2021-12-15 19:46:39.335 [main] HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} user0_.id ) ( FromClause{level=1} user user0_ ) ( where ( like ( user0_.email user0_.id email ) ? ) ) )
[DEBUG] 2021-12-15 19:46:39.335 [main] JoinProcessor - Using FROM fragment [user user0_]
[DEBUG] 2021-12-15 19:46:39.335 [main] HqlSqlBaseWalker - select >> end [level=1, statement=select]
[DEBUG] 2021-12-15 19:46:39.337 [main] QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (user)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'user0_.id as id1_3_' {alias=generatedAlias0, className=com.stitchable.entity.User, tableAlias=user0_}
    |  \-[SQL_TOKEN] SqlFragment: 'user0_.email as email2_3_, user0_.isAdmin as isAdmin3_3_, user0_.name as name4_3_, user0_.user_name as user_nam5_3_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[user0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'user user0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=user,tableAlias=user0_,origin=null,columns={,className=com.stitchable.entity.User}}
    \-[WHERE] SqlNode: 'where'
       \-[LIKE] BinaryLogicOperatorNode: 'like'
          +-[DOT] DotNode: 'user0_.email' {propertyName=email,dereferenceType=PRIMITIVE,getPropertyPath=email,path=generatedAlias0.email,tableAlias=user0_,className=com.stitchable.entity.User,classAlias=generatedAlias0}
          |  +-[ALIAS_REF] IdentNode: 'user0_.id' {alias=generatedAlias0, className=com.stitchable.entity.User, tableAlias=user0_}
          |  \-[IDENT] IdentNode: 'email' {originalText=email}
          \-[NAMED_PARAM] ParameterNode: '?' {name=param0, expectedType=org.hibernate.type.StringType@7e2c64}

[DEBUG] 2021-12-15 19:46:39.337 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-12-15 19:46:39.337 [main] QueryTranslatorImpl - HQL: select generatedAlias0 from com.stitchable.entity.User as generatedAlias0 where generatedAlias0.email like :param0
[DEBUG] 2021-12-15 19:46:39.337 [main] QueryTranslatorImpl - SQL: select user0_.id as id1_3_, user0_.email as email2_3_, user0_.isAdmin as isAdmin3_3_, user0_.name as name4_3_, user0_.user_name as user_nam5_3_ from user user0_ where user0_.email like ?
[DEBUG] 2021-12-15 19:46:39.337 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-12-15 19:46:39.337 [main] SQL - select user0_.id as id1_3_, user0_.email as email2_3_, user0_.isAdmin as isAdmin3_3_, user0_.name as name4_3_, user0_.user_name as user_nam5_3_ from user user0_ where user0_.email like ?
[DEBUG] 2021-12-15 19:46:39.339 [main] Loader - Result set row: 0
[DEBUG] 2021-12-15 19:46:39.339 [main] Loader - Result row: EntityKey[com.stitchable.entity.User#1]
[DEBUG] 2021-12-15 19:46:39.339 [main] Loader - Result set row: 1
[DEBUG] 2021-12-15 19:46:39.339 [main] Loader - Result row: EntityKey[com.stitchable.entity.User#2]
[DEBUG] 2021-12-15 19:46:39.339 [main] Loader - Result set row: 2
[DEBUG] 2021-12-15 19:46:39.340 [main] Loader - Result row: EntityKey[com.stitchable.entity.User#3]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.User#1]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `email` : value = kracchini@madisoncollege.edu
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `favoritePatterns` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`favoritePatterns`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `isAdmin` : value = 1
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`isAdmin`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `name` : value = Kristin Racchini
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `userName` : value = kmracchini
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`userName`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.User#1]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.User#2]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `email` : value = rey@macarthurpark.com
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `favoritePatterns` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`favoritePatterns`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `isAdmin` : value = 0
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`isAdmin`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `name` : value = Rey Hinnendael
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `userName` : value = ReyTheCat
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`userName`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.User#2]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Resolving attributes for [com.stitchable.entity.User#3]
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `email` : value = maleficent@macarthurpark.com
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `favoritePatterns` : value = NOT NULL COLLECTION
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`favoritePatterns`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `isAdmin` : value = 0
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`isAdmin`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `name` : value = Maleficent Racchini
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Processing attribute `userName` : value = QueenOfMean
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Attribute (`userName`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-12-15 19:46:39.340 [main] TwoPhaseLoad - Done materializing entity [com.stitchable.entity.User#3]
[DEBUG] 2021-12-15 19:46:39.340 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.stitchable.entity.User.favoritePatterns#3]
[DEBUG] 2021-12-15 19:46:39.340 [main] SQL - select favoritepa0_.user_id as user_id1_1_0_, favoritepa0_.pattern_id as pattern_2_1_0_, pattern1_.id as id1_2_1_, pattern1_.designer_id as designe12_2_1_, pattern1_.features as features2_2_1_, pattern1_.height as height3_2_1_, pattern1_.image as image4_2_1_, pattern1_.keywords as keywords5_2_1_, pattern1_.name as name6_2_1_, pattern1_.number_of_colors as number_o7_2_1_, pattern1_.size as size8_2_1_, pattern1_.stitched_example as stitched9_2_1_, pattern1_.url as url10_2_1_, pattern1_.width as width11_2_1_, designer2_.id as id1_0_2_, designer2_.etsy_store as etsy_sto2_0_2_, designer2_.logo as logo3_0_2_, designer2_.name as name4_0_2_, designer2_.website as website5_0_2_ from favorites favoritepa0_ inner join pattern pattern1_ on favoritepa0_.pattern_id=pattern1_.id left outer join designer designer2_ on pattern1_.designer_id=designer2_.id where favoritepa0_.user_id=?
[DEBUG] 2021-12-15 19:46:39.345 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.stitchable.entity.User.favoritePatterns#3]
